GenArtNo;genart_en;standardised_article_description;assembly_groups;purpose_of_use;Delete
8970;Bracket, ignition coil;Holder;Ignition System;Ignition Coil;0
8971;Cable Repair Set, interior blower relay;Cable Repair Set;Heating/Ventilation;Interior Blower Relay;0
8972;Alignment Tool, front axle;Alignment Tool;Special Tools, motorcycle, universal;Motorcycle;0
8973;Disassembly Tool, cigarette lighter socket;Disassembly Tool;Tool, universal;Cigarette Lighter;0
8974;Repair Kit, cleaning gun (compressed air);Repair Kit;Tool, universal;NULL;0
8975;Replacement Nozzle, spray bottle;Replacement Nozzle;Tool, universal;Compressed Air;0
8976;Repair Insert, breather valve;Repair Insert;Tool, vehicle specific;Brake Caliper (brake system bleeding);0
8977;Bowden Cable Oiling Device;Bowden Cable Oiling Device;Tool, universal;NULL;0
8978;Cable Repair Set, radiator fan relay;Cable Repair Set;Cooling System;Radiator Fan Relay;0
8979;Sanitary Installation Key;Sanitary Installation Key;Tool, universal;NULL;0
8980;Relay, windscreen wiper interval;Relay;Window Cleaning;Windscreen Wiper Interval;0
8981;Sanitary Installation Key Set;Sanitary Installation Key Set;Tool, universal;NULL;0
8982;Seal Ring, oil dipstick guide (automatic transmission);Seal Ring;Automatic Transmission;Oil Dipstick Guide (automatic transmission);0
8983;Relay, daytime running light;Relay;Lights;Daytime Running Light;0
8984;Shim, castor/camber adjustment;Washer;Steering;Castor/Camber Adjustment;0
8985;Seal Set, power steering valve;Gasket Set;Steering;Power Steering Valve;0
8986;Seal Set, transmission output shaft (man. trans.);Gasket Set;Manual Transmission;Transmission Output Shaft (manual transmission);0
8987;Relay, mass air flow sensor;Relay;Mixture Formation;Mass Air Flow Sensor;0
