GenArtNo;genart_en;standardised_article_description;assembly_groups;purpose_of_use;Delete
9155;Guide Bolt, press in/out tool;Guide Bolt;Tool, universal;Press-in-/Extraction Tools;0
9156;Puller, wheel hub;Extractor;Special Tools, universal;Wheel Hub;0
9157;Puller Set, wheel hub;Puller Set;Special Tools, universal;Wheel Hub;0
9158;Spreader Insert, suspension strut;Spreader Insert;Special Tools, universal;Suspension Strut;0
9159;Extension Kit, spreader insert (suspension strut);Extension Kit;Tool, vehicle specific;Suspension Strut;0
9160;Pressing Screw, spreader insert (suspension strut);Pressing Screw;Tool, vehicle specific;Suspension Strut;0
9161;Extension Kit, mounting tool (wheel hub/bearing);Extension Kit;Tool, vehicle specific;Wheel Hub/Wheel Bearing;0
9162;Spacer Plate, puller set;Spacer Plate;Special Tools, universal;NULL;0
9163;Pressing Screw, mounting tool (wheel hub/bearing);Pressing Screw;Special Tools, universal;Wheel Hub/Wheel Bearing;0
9164;Clamping Jaws Set, mounting tool (wheel hub/bearing);Clamping Jaws Set;Tool, vehicle specific;Wheel Hub/Wheel Bearing;0
9165;Adapter Plate, mounting tool (wheel hub/wheel bearing);Adapter Plate;Tool, vehicle specific;Wheel Hub/Wheel Bearing;0
9166;Adapter Set, impact puller;Adaptor Kit;Tool, vehicle specific;Impact Puller;0
9167;Perforated Plate, puller;Perforated Plate;Special Tools, universal;Puller;0
9168;Holder, wheel hub;Holder;Tool, vehicle specific;Wheel Hub;0
9169;Wall Mounting, torque limiter;Wall Mounting;Tool, universal;Torque Limiter;0
9170;Socket Wrench Set, boring tool;Socket Wrench Set;Tool, universal;Wheel Nut/Bolt;0
9171;Socket Wrench Insert, boring tool;Socket Wrench Insert;Tool, universal;Wheel Nut/Bolt;0
9172;Alligator Clip, tester;Alligator Clip;Workshop Equipment;Car Tester (Electrics);0
9173;Adapter, brush strap;Adaptor;Workshop Equipment;Multi-grinder;0
9174;Adapter, single eliminator disc;Adaptor;Workshop Equipment;Multi-grinder;0
9175;Adapter, double eliminator disc;Adaptor;Workshop Equipment;Multi-grinder;0
9176;Manual Metering Pump;Manual Metering Pump;Workshop Equipment;NULL;0
9177;Adapter, draw-in tool (drive shaft);Adaptor;Tool, vehicle specific;Draw-in Tool (drive shaft);0
9178;Extension Kit, draw-in tool (drive shaft);Extension Kit;Tool, vehicle specific;Draw-in Tool (drive shaft);0
9179;Socket Wrench, differential flange;Socket Wrench;Tool, vehicle specific;Differential Flange;0
9180;Socket, transmission flange;Socket Wrench;Tool, vehicle specific;Gearbox Flange;0
9181;Pin Wrench, wheel bearing;Pin Wrench;Tool, vehicle specific;Wheel Bearing;0
9182;Pin Wrench, differential flange;Pin Wrench;Tool, vehicle specific;Differential Flange;0
9183;Pin Wrench, gearbox flange;Pin Wrench;Tool, vehicle specific;Gearbox Flange;0
9184;Pin Wrench, shaft flange;Pin Wrench;Tool, vehicle specific;Rear Axle;0
9185;Holder, notebook;Bracket;Workshop Equipment;Notebook;0
9186;Retaining Clip, door panel;Clip;Interior Equipment;Interior Door Panel;0
9187;Retaining Clip, flooring (carpet);Clip;Interior Equipment;Flooring (Carpet);0
9188;Retaining Spring, vehicle post cladding;Clip;Interior Equipment;Vehicle Post Cladding;0
9189;Retaining Clip, boot/cargo area panelling;Clip;Body;Boot/Cargo Area Panelling;0
9190;Retaining Clip, bonnet noise insulation;Clip;Body;Bonnet Noise Insulation;0
9191;Retaining Clip, underbody panelling;Clip;Body;Underbody Panelling;0
9192;Cable Repair Set, washer fluid pump (window cleaning);Cable Repair Set;Window Cleaning, universal;Washer Fluid Pump (window cleaning);0
9193;Cable Repair Set, accelerator pedal sensor;Cable Repair Set;Mixture Formation;Accelerator Pedal Sensor;0
9194;Cable Repair Set, accelerator pedal sensor;Cable Repair Set;Mixture Formation, universal;Accelerator Pedal Sensor;0
9195;Pump Unit, refillable compressed-air spray can;Pump Unit;Tool, universal;Refillable Compressed-air Spray Can;0
9196;Release Tool, compressed air quick coupler;Removal Tool;Tool, universal;Compressed Air Quick Coupler;0
9197;Protective Sleeve, tyre fitting lever;Protective Sleeve;Tool, universal;Tyre Fitting Lever;0
9198;Articulated Joint, impact wrench;Universal Joint;Tool, universal;Impact Wrench;0
9199;Reduction Adapter, impact wrench;Adaptor;Tool, universal;Impact Wrench;0
9200;Blade Set, impact wrench;Lining Disc Set;Tool, universal;Impact Wrench;0
9201;Holder, impact wrench;Holder;Tool, universal;Impact Wrench;0
9202;Blade Set, straight grinder;Lining Disc Set;Tool, universal;Straight Grinder;0
9203;Actuation Lever, straight grinder;Actuating Lever;Tool, universal;Straight Grinder;0
9204;Actuation Lever, angle grinder;Actuating Lever;Tool, universal;Angle Grinder;0
9205;Blade Set, windscreen removal tool;Blade Set;Tool, universal;Windscreen Removal Tool;0
9206;Venturi Nozzle, compressed-air gun;Nozzle;Tool, universal;Compressed-air Gun;0
9207;Head, tyre bead breaker;Head;Tool, universal;Tyre Bead Breaker;0
9208;Head Guide, tyre bead breaker;Guide;Tool, universal;Tyre Bead Breaker;0
9209;Blasting Media, soda blasting gun;Blasting Media;Chemical Products;Soda Blasting Gun;0
9210;Planetary Gearbox, impact wrench;Planetary Gearbox;Tool, universal;Impact Wrench;0
9211;Maintenance Service, torque wrench;Maintenance Service;Tool, universal;Torque Wrench;0
9212;Assortment, oil drain plugs;Assortment;Lubrication;Oil Drain Plug;0
9213;Cable Repair Set, pressure transducer;Cable Repair Set;Exhaust Gas Recirculation;Pressure Transducer;0
9214;Cable Repair Set, pressure transducer;Cable Repair Set;Exhaust Gas Recirculation, Universal;Pressure Transducer;0
9215;Repair Kit, selector shaft (automatic transmission);Repair Kit;Automatic Transmission;Selector Shaft;0
9216;Spacer;Spacer;Accessories, universal;NULL;0
9217;Heater Hose;Hose Line;Heating/Ventilation;Heat Exchanger;0
9218;Shift Cylinder (manual transmission);Cylinder;Manual Transmission;Manual Transmission;0
9219;Switch, park distance control;Switch;Comfort Systems, universal;Park Distance Control;0
9220;Intake Snorkel;Snorkel;Air Supply;Induction Air;0
9221;Switch, brake actuation (cruise control);Switch;Cruise Control;Brake Actuation (cruise control);0
9222;Mounting Lifting Aid;Mounting Lifting Aid;Workshop Equipment;NULL;0
9223;Swivel Bearing, mounting lifting aid;Swivel Bearing;Workshop Equipment;Mounting Lifting Aid;0
9224;Actuating Switch, multi-grinder;Actuating Switch;Tool, universal;Multi-grinder;0
9225;Drive Head, extended grinder;Drive Head;Tool, universal;Extended Grinder;0
9226;Actuating Lever, extended grinder;Actuating Lever;Tool, universal;Extended Grinder;0
9227;Actuator, transfer case;Actuator;Axle Drive;Transfer Case;0
9228;Clamping Gripper, spring compressor;Clamping Gripper;Special Tools, universal;Spring Compressor;0
9229;Seal Ring Set, impact wrench;Seal Ring Set;Tool, universal;Impact Wrench;0
9230;End Plate, impact wrench;End Plate;Tool, universal;Impact Wrench;0
9231;Fastening Nut, chuck (straight grinder);Nut;Tool, universal;Chuck (straight grinder);0
9232;Rotating Ring, impact wrench;Rotating Ring;Tool, universal;Impact Wrench;0
9233;Mounting Kit, extended grinder;Mounting Kit;Tool, universal;Extended Grinder;0
9234;Connecting Nut, straight grinder;Nut;Tool, universal;Straight Grinder;0
9235;Bevel Gear, straight grinder;Transmission;Tool, universal;Straight Grinder;0
9236;Mounting Kit, extended angle grinder;Mounting Kit;Tool, universal;Extended Angle Grinder;0
9237;Assortment, spacer;Assortment;Accessories, universal;Spacer;0
9238;Cable Repair Set, condensation sensor;Cable Repair Set;Air Conditioning;Condensation Sensor;0
9239;Cable Repair Set, condensation sensor;Cable Repair Set;Air Conditioning, universal;Condensation Sensor;0
9240;Cable Repair Set, pressure sensor (hydraulic unit);Cable Repair Set;Braking System;Pressure Sensor (hydraulic unit);0
9241;Cable Repair Set, pressure sensor (hydraulic unit);Cable Repair Set;Braking System, universal;Pressure Sensor (hydraulic unit);0
9242;Cable Repair Set, shock absorber;Cable Repair Set;Suspension/Damping;Shock Absorber;0
9243;Cable Repair Set, shock absorber;Cable Repair Set;Suspension, universal;Shock Absorber;0
9244;Fastening Nut, extended grinder;Nut;Tool, universal;Extended Grinder;0
9245;Bevel Gear, extended grinder;Transmission;Tool, universal;Extended Grinder;0
9246;Connection Tube, extended grinder;Connection Tube;Tool, universal;Extended Grinder;0
9247;Blade Set, polisher;Lining Disc Set;Tool, universal;Polishing Machine;0
9248;Planetary Gear, polisher;Planetary Gearbox;Tool, universal;Polishing Machine;0
9249;Locking Button Set, extended grinder;Locking Button Set;Tool, universal;Extended Grinder;0
9250;Cover Disc, extended grinder;Cover Disc;Tool, universal;Extended Grinder;0
9251;Blade Set, extended grinder;Lining Disc Set;Tool, universal;Extended Grinder;0
9252;Bearing Holder, impact wrench;Holder;Tool, universal;Impact Wrench;0
9253;Pulley Set, impact wrench;Disc Set;Tool, universal;Impact Wrench;0
9254;Motor Pulley Set, impact wrench;Disc Set;Tool, universal;Impact Wrench Motor;0
9255;Pulley Locking, angle grinder;Pulley Locking;Tool, universal;Angle Grinder;0
9256;Suction Pipe, straight grinder;Suction Pipe;Tool, universal;Straight Grinder;0
9257;Fastening Nut Set, angle grinder;Nut Set;Tool, universal;Angle Grinder;0
9258;Cleaner, turbocharger;Cleaner;Chemical Products;Turbocharger;0
9259;Mounting Kit, inner tie rod;Assembly Kit;Steering;Axle Joint;0
9260;Mounting Kit, tie rod;Assembly Kit;Steering;Tie Rod;0
9261;Mounting Kit, axle beam;Assembly Kit;Wheel Suspension;Axle Beam;0
9262;Mounting Kit, control/trailing arm mounting;Assembly Kit;Wheel Suspension;Control/Trailing Arm Mounting;0
9263;Assortment, cable repair set;Assortment;Electric Universal Parts;Cable Repair Set;0
9264;Cable Repair Set, charge pressure regulating valve;Cable Repair Set;Air Supply;Boost Pressure Control Valve;0
9265;Cable Repair Set, charge pressure regulating valve;Cable Repair Set;Air Supply, universal;Boost Pressure Control Valve;0
9266;Seal Set, compression pressure tester;Gasket Set;Special Tools, universal;Compression Pressure Tester;0
9267;Release Tool, shock absorber;Removal Tool;Tool, vehicle specific;Shock Absorber;0
9268;Suction Bellows, test device (cylinder head sealing);Gaiter;Workshop Devices;Test Device (cylinder head sealing);0
9269;Support Plate, press-fit/extraction tool set;Support Plate;Tool, vehicle specific;Press-fit/Extraction Tools;0
9270;Sleeve, press-fit/extraction tool set;Sleeve;Tool, vehicle specific;Press-fit/Extraction Tools;0
9271;Attachment, scraper;Attachment;Tool, universal;Scraper;0
9272;Holding Tool Set, crank shaft;Holding Tool Set;Tool, vehicle specific;Crankshaft;0
9273;Repair Kit, stone chip (windscreen);Repair Kit;Tool, universal;Stone Chip (windscreen);0
9274;Release Tool, radiator cap;Removal Tool;Tool, vehicle specific;Radiator Cap;0
9275;Pressure Bolt Set, mounting tool (drive shaft joint);Pressure Screw Set;Tool, vehicle specific;Mounting Tool (drive shaft joint);0
9276;Mounting Bracket, press frame (supporting joint);Bracket;Special Tools, universal;Press Frame (supporting joint);0
9277;Mounting Tool Set, brake caliper;Mounting Tool Set;Tool, vehicle specific;Brake Caliper;0
9278;Release Tool Set, compressed air quick coupler;Removal Kit;Tool, universal;Compressed Air Quick Coupler;0
9279;Press Frame, supporting joint;Press Frame;Tool, vehicle specific;NULL;0
9280;Test Device Set, coolant flow (water pump);Test Equipment Set;Special Tools, universal;Coolant flow (water pump);0
9281;Hose, test device (coolant flow);Hose Line;Special Tools, universal;Coolant Flow (water pump);0
9282;Screw Aid;Screw Aid;Chemical Products;NULL;0
9283;Welding Gun, dent repair (cable);Welding Gun (cable);Special Tools, universal;Dent Repair (cable);0
9284;Counter Bracket, welding point drill;Arrester;Tool, universal;Welding Point Drill;0
9285;Lift Point Pad Set, jack;Mount Set;Body;Jack;0
9286;Connection Pieces, tester (fuel system pressure);Fitting;Tool, vehicle specific;Tester (fuel system pressure);0
9287;Track Rod, axial linkage clamp set;Track Rod, axial linkage clamp set;Special Tools, universal;NULL;0
9288;Container, tester (fuel system pressure);Tank;Special Tools, universal;Tester (fuel system pressure);0
9289;Blade Drill Bit, piping (sanitary);Drill Bit;Tool, universal;Piping (sanitary);0
9290;Adapter, oil pressure tester;Adaptor;Special Tools, universal;Oil Pressure Tester;0
9291;Clamping Device, clutch pressure plate;Clamping Device;Tool, vehicle specific;Clutch Pressure Plate;0
9292;Cable Repair Kit, camshaft adjuster;Cable Repair Set;Engine Timing, universal;Camshaft Adjuster;0
9293;Cable Repair Kit, camshaft adjuster;Cable Repair Set;Engine Timing;Camshaft Adjuster;0
9294;Flushing/Cleaning Gun, cooling system;Flushing/Cleaning Gun;Workshop Equipment;Cooling System;0
9295;Stepped plate, separator set (ball joint);Stepped plate;Tool, universal;Ejector Set (ball joint);0
9296;Heater, air dryer;Heater;Compressed-air System;Air Dryer;0
9297;Pressure Converter, coolant control valve;Pressure Converter;Heating/Ventilation;Coolant Control Valve;0
9298;Cable Repair Set, charge pressure sensor;Cable Repair Set;Mixture Formation;Charge Pressure Sensor;0
9299;Cable Repair Set, charge pressure sensor;Cable Repair Set;Mixture Formation, universal;Charge Pressure Sensor;0
9300;Cable Repair Set, auxiliary water pump;Cable Repair Set;Cooling System;Auxiliary Water Pump;0
9301;Cable Repair Set, auxiliary water pump;Cable Repair Set;Cooling, universal;Auxiliary Water Pump;0
9302;Cable Repair Set, control unit (engine sound system);Cable Repair Set;Accessories;Control Unit (engine sound system);0
9303;Cable Repair Set, control unit (engine sound system);Cable Repair Set;Accessories, universal;Control Unit (engine sound system);0
9304;Idle Switch, automatic transmission;Switch;Automatic Transmission;Idle;0
9305;Idle Switch, manual transmission;Switch;Manual Transmission;Idle;0
9306;Flange, camshaft position sensor;Flange;Mixture Formation;Camshaft Position Sensor;0
9307;Rocker/Release Lever, pulley bolt;Rocker/Release Lever;Special Tools, universal;Pulley Bolt;0
9308;Bodywork Roof;Bodywork Roof;Body;NULL;0
9309;Auxiliary Water Pump (heating water circuit);Pump;Heating/Ventilation;Auxiliary Pump;0
9310;Repair Set, ABS sensor;Repair Kit;Braking System;ABS Sensor;0
9311;Cable Repair Set, water pump;Cable Repair Set;Cooling System;Water Pump;0
9312;Cable Repair Set, water pump;Cable Repair Set;Cooling, universal;Water Pump;0
9313;Cable Repair Set, pressure sensor (secondary air pump);Cable Repair Set;Secondary Air Injection;Pressure Sensor (secondary air pump);0
9314;Cable Repair Set, pressure sensor (secondary air pump);Cable Repair Set;Secondary Air Injection, universal;Pressure Sensor (secondary air pump);0
9315;Cable Repair Set, check valve (cylinder shutdown);Cable Repair Set;Mixture Formation;Check Valve (cylinder shutdown);0
9316;Cable Repair Set, check valve (cylinder shutdown);Cable Repair Set;Mixture Formation, universal;Check Valve (cylinder shutdown);0
9317;Cable Repair Set, pressure sensor (brake booster);Cable Repair Set;Braking System;Pressure Sensor (brake booster);0
9318;Cable Repair Set, pressure sensor (brake booster);Cable Repair Set;Braking System, universal;Pressure Sensor (brake booster);0
9319;Cable Repair Kit, water separator (fuel filter);Cable Repair Set;Fuel Supply System;Water Separator (fuel filter);0
9320;Cable Repair Kit, water separator (fuel filter);Cable Repair Set;Fuel Supply System, universal;Water Separator (fuel filter);0
9321;Cable Repair Set, servomotor (exhaust gas valve);Cable Repair Set;Exhaust System;Actuator (exhaust gas valve);0
9322;Cable Repair Set, servomotor (exhaust gas valve);Cable Repair Set;Exhaust System, universal;Actuator (exhaust gas valve);0
9323;Cable Repair Set, RPM sensor (exhaust turbocharger);Cable Repair Set;Air Supply;RPM Sensor (turbocharger);0
9324;Cable Repair Set, RPM sensor (exhaust turbocharger);Cable Repair Set;Air Supply, universal;RPM Sensor (turbocharger);0
9325;Cable Repair Set, gear switch (gear detection);Cable Repair Set;Manual Transmission;Gear Switch (gear detection);0
9326;Cable Repair Set, gear switch (gear detection);Cable Repair Set;Manual Transmission, universal;Gear Switch (gear detection);0
9327;Cable Repair Set, switch (trailer socket);Cable Repair Set;Trailer Hitch;Switch (trailer socket);0
9328;Cable Repair Set, switch (trailer socket);Cable Repair Set;Trailer Hitch, universal;Switch (trailer socket);0
9329;Cable Repair Kit, heating element (urea solution tank);Cable Repair Set;Exhaust System;Heating Element (urea solution tank);0
9330;Cable Repair Kit, heating element (urea solution tank);Cable Repair Set;Exhaust System, universal;Heating Element (urea solution tank);0
9331;Cable Repair Set, sensor (fuel regulator);Cable Repair Set;Fuel Supply System;Sensor (fuel regulator);0
9332;Cable Repair Set, sensor (fuel regulator);Cable Repair Set;Fuel Supply System, universal;Sensor (fuel regulator);0
9333;Calibration Set, driver assistance system;Calibration Set;Workshop Equipment;Driver Assistance System;0
9334;Calibration Table, driver assistance system;Calibration Table;Workshop Equipment;Driver Assistance System;0
9335;Hybrid Adhesive;Adhesive;Chemical Products;Hybrid Adhesive;0
9336;Cab. rep. set, press. sens. (act. charc. canist.);Cable Repair Set;Fuel Supply System;Pressure Sensor (activated charcoal canister);0
9337;Cab. rep. set, press. sens. (act. charc. canist.);Cable Repair Set;Fuel Supply System, universal;Pressure Sensor (activated charcoal canister);0
9338;Cable Repair Set, heating element (parking heater);Cable Repair Set;Comfort Systems;Heater (parking heater);0
9339;Cable Repair Set, heating element (parking heater);Cable Repair Set;Comfort Systems, universal;Heater (parking heater);0
9341;Cable Repair Set, air pressure sensor (altitude adaptation);Cable Repair Set;Mixture Formation;Air Pressure Sensor (altitude adaptation);0
9342;Cable Repair Set, air pressure sensor (altitude adaptation);Cable Repair Set;Mixture Formation, universal;Air Pressure Sensor (altitude adaptation);0
9343;Bushing, ball joint;Bush;Wheel Suspension;Ball Joint;0
9344;Cable Repair Set, swirl flap pos. sensor (induction pipe);Cable Repair Set;Air Supply;Swirl Flap Position Sensor (induction pipe);0
9345;Cable Repair Set, swirl flap pos. sensor (induction pipe);Cable Repair Set;Air Supply, universal;Swirl Flap Position Sensor (induction pipe);0
9346;Repair Kit, intake manifold module;Repair Kit;Air Supply;Intake Manifold Module;0
9347;Accessory Set, spring compressor;Accessory Kit;Tool, vehicle specific;Spring Compressor;0
9348;Spindle, press frame (supporting joint);Spindle;Special Tools, universal;Press Frame (supporting joint);0
9349;Drive Set, universal;Drive Set;Special Tools, universal;NULL;0
9350;Extension Kit, press-out tool (drive shaft);Extension Kit;Special Tools, universal;Press-out Device (drive shaft);0
9351;Circlip Tool;Circlip Tool;Tool, vehicle specific;NULL;0
9352;Weld-In Thread, particle sensor;Weld-On Bung;Exhaust System;Particle Sensor;0
9353;Weld-In Thread, particle sensor;Weld-On Bung;Exhaust System, universal;Particle Sensor;0
9354;Cable Repair Kit, fuel filler flap;Cable Repair Set;Body;Fuel Filler Flap;0
9355;Cable Repair Kit, fuel filler flap;Cable Repair Set;Body Parts, universal;Fuel Filler Flap;0
9356;Tipping Device Set, driver cab;Tipping Device Set;Tool, vehicle specific;Driver Cab;0
9357;Tipping Device, driver cab;Tipping Device;Tool, vehicle specific;Driver Cab;0
9358;Cable Repair Set, actuator (tailgate locking);Cable Repair Set;Lock System;Actuator (tailgate locking);0
9359;Cable Repair Set, actuator (tailgate locking);Cable Repair Set;Lock System, universal;Actuator (tailgate locking);0
9360;Cable Repair Set, expansion valve (heat pump);Cable Repair Set;Air Conditioning;Expansion Valve (heat pump);0
9361;Mounting Tool, relay valve seal;Mounting Tools;Tool, vehicle specific;Braking System;0
9362;Mounting Tool Set Tool, lift cylinder seal;Mounting Tool Set;Tool, vehicle specific;Cylinder Liner;0
9363;Cable Repair Set, expansion valve (heat pump);Cable Repair Set;Air Conditioning, universal;Expansion Valve (heat pump);0
9364;Mounting Tool, lift cylinder seal;Mounting Tools;Tool, vehicle specific;Cylinder Liner;0
9365;Cable Repair Set, fuel temperature sensor;Cable Repair Set;Mixture Formation;Fuel Temperature Sensor;0
9366;Lever, seal ring installation;Lever;Tool, vehicle specific;Cylinder Head Leakage;0
9367;Cable Repair Set, fuel temperature sensor;Cable Repair Set;Mixture Formation, universal;Fuel Temperature Sensor;0
9368;Puller Set, differential main shaft;Puller Set;Tool, vehicle specific;Differential;0
9369;Holder, impact socket;Holder;Tool, universal;NULL;0
9370;Mounting Tool, transmission bearing;Mounting Tools;Tool, vehicle specific;Transmission Bearing;0
9371;Key, solenoid valve;Key;Tool, vehicle specific;Air Conditioning;0
9372;Bridge, workshop pit;Bridge;Workshop Equipment;Workshop Pit;0
9373;Cable Repair Set, control unit (tailgate opening);Cable Repair Set;Comfort Systems;Control Unit (tailgate opening);0
9374;Fastening Screw, puller;Fastening Screw;Tool, universal;NULL;0
9375;Cable Repair Set, control unit (tailgate opening);Cable Repair Set;Comfort Systems, universal;Control Unit (tailgate opening);0
9376;Extension, twist drill;Extension;Tool, universal;NULL;0
9377;Cable Repair Set, particle sensor;Cable Repair Set;Mixture Formation;Particle Sensor;0
9378;Cable Repair Set, particle sensor;Cable Repair Set;Mixture Formation, universal;Particle Sensor;0
9379;Cable Repair Set, steering column lock;Cable Repair Set;Steering;Steering Column Lock;0
9380;Cable Repair Set, steering column lock;Cable Repair Set;Steering, universal;Steering Column Lock;0
9381;Cable Repair Set, stop light switch;Cable Repair Set;Signal System;Stop Light Switch;0
9382;Cable Repair Set, stop light switch;Cable Repair Set;Signal System, universal;Stop Light Switch;0
9383;Cable Repair Set, fuel pressure sensor;Cable Repair Set;Mixture Formation;Fuel pressure sensor;0
9384;Cable Repair Set, fuel pressure sensor;Cable Repair Set;Mixture Formation, universal;Fuel pressure sensor;0
9385;Connecting Cable, oil pressure switch;Electric Cable;Lubrication;Oil Pressure Switch;0
9386;Connecting Cable, oil pressure switch;Electric Cable;Lubrication, universal;Oil Pressure Switch;0
9387;Cable Repair Set, thermostat;Cable Repair Set;Cooling System;Thermostat;0
9388;Cable Repair Set, thermostat;Cable Repair Set;Cooling, universal;Thermostat;0
9389;Cable Repair Set, exhaust temperature sensor;Cable Repair Set;Exhaust System;Exhaust Temperature Sensor;0
9390;Cable Repair Set, exhaust temperature sensor;Cable Repair Set;Exhaust System, universal;Exhaust Temperature Sensor;0
9391;Cable Repair Kit, refrigerant shut-off valve (heat pump);Cable Repair Set;Air Conditioning;Refrigerant Shut-off Valve (heat pump);0
9392;Cable Repair Kit, refrigerant shut-off valve (heat pump);Cable Repair Set;Air Conditioning, universal;Refrigerant Shut-off Valve (heat pump);0
9393;Cable Repair Set, sensor module (sensor module);Cable Repair Set;Air Conditioning;Sensor Module (heat pump);0
9394;Cable Repair Set, sensor module (sensor module);Cable Repair Set;Air Conditioning, universal;Sensor Module (heat pump);0
9395;Cable Repair Set, actuator (charging plug lock);Cable Repair Set;Hybrid/Electric Drive;Actuator (charging plug lock);0
9396;Cable Repair Set, actuator (charging plug lock);Cable Repair Set;Hybrid/Electric Drive, universal;Actuator (charging plug lock);0
9397;Cable Repair Set, differential pressure sensor;Cable Repair Set;Exhaust System;Differential Pressure Sensor;0
9398;Cable Repair Set, differential pressure sensor;Cable Repair Set;Exhaust System, universal;Differential Pressure Sensor;0
9399;Installation/Removal Set, leaf spring;Installation/Removal Set;Special Tools, universal;Leaf Spring;0
9400;Installation/Removal Set, kingpin;Installation/Removal Set;Special Tools, universal;Kingpin;0
9401;Installation/Removal Set, leaf spring;Installation/Removal Set;Tool, vehicle specific;Leaf Spring;0
9402;Installation/Removal Set, kingpin;Installation/Removal Set;Tool, vehicle specific;Kingpin;0
9403;Release Tool, tie rod;Removal Tool;Tool, universal;Tie Rod;0
9404;WiFi Transmitter, video endoscope;WiFi Transmitter;Tool, universal;Video Endoscope;0
9405;Stencil Set, spray painting;Stencil Set;Tool, universal;Spray Paint Systems;0
9406;Mounting Tool, axle bushing;Mounting Tools;Tool, vehicle specific;Axle;0
9407;Mounting Tool Set, axle bushings;Mounting Tool Set;Tool, vehicle specific;Axle;0
9408;Mounting Tool, crankshaft seal/pilot bearing;Mounting Tools;Tool, vehicle specific;Crankshaft Seal/Pilot Bearing;0
9409;Puller Set, roller bearing;Puller Set;Tool, vehicle specific;Roller Bearing;0
9410;Puller Set, transmission shaft;Puller Set;Tool, vehicle specific;Transmission Shaft;0
9411;Reamer Adapter, glow-plug;Reamer Adapter;Tool, universal;Glow Plug;0
9412;Mounting Tool, unit injector;Mounting Tools;Tool, vehicle specific;Unit Injector (UI);0
9413;Puller, balancer shaft;Puller;Tool, vehicle specific;Balance Shaft;0
9414;Forked Cutting Head;Forked Cutting Head;Tool, universal;NULL;0
9415;Aluminium Solder Set;Aluminium Solder Set;Tool, universal;NULL;0
9416;Puller Housing, brake shoe pin;Puller Housing;Tool, universal;Brake Shoe Pin;0
9417;Puller Housing, brake shoe pin;Puller Housing;Tool, vehicle specific;Brake Shoe Pin;0
9418;Hydraulic Puller Set, brake shoe pin;Hydraulic Puller Set;Tool, universal;Brake Shoe Pin;0
9419;Hydraulic Puller Set, brake shoe pin;Hydraulic Puller Set;Tool, vehicle specific;Brake Shoe Pin;0
9420;Hose Connector, radiator hose;Hose Connector;Cooling, universal;Radiator Hose;0
9421;Protective Hose, suspension spring;Protective Hose;Suspension/Damping;Suspension Spring;0
9422;Pressure Bolt Set, mounting tool (drive shaft joint);Pressure Screw Set;Special Tools, universal;Mounting Tool (drive shaft joint);0
9423;Pressure Bolt, mounting tool (drive shaft joint);Pressing Screw;Special Tools, universal;Mounting Tool (drive shaft joint);0
9424;Socket Wrench Insert, drive shaft;Socket Wrench Insert;Tool, vehicle specific;Drive Shaft;0
9425;Socket Wrench Insert, wheel bearing;Socket Wrench Insert;Tool, vehicle specific;Wheel Bearing;0
9426;Draw Bar, press frame (mounting tool silent bearing);Pull Rod;Special Tools, universal;Press Frame (mounting tool silent bearing);0
9427;Base Plate, press frame (mounting tool silent bearing);Base Plate;Special Tools, universal;Press Frame (mounting tool silent bearing);0
9428;Socket Wrench Insert, oil pressure switch;Socket Wrench Insert;Tool, universal;Oil Pressure Switch;0
9429;Puller, oil jet (piston underside cooling);Extractor;Tool, vehicle specific;Oil Jet (piston underside cooling);0
9430;Locking Pliers, compressed-air line;Vise-grip Pliers;Tool, universal;Compressed-air Line;0
9431;Double-Ended Ratchet Ring Spanner, glow plug;Ratchet Double Ring Spanner;Tool, universal;Glow Plug;0
9432;Socket Wrench Insert, crankshaft pulley bolt;Socket Wrench Insert;Tool, universal;Crankshaft Pulley Bolt;0
9433;Socket Wrench Insert, engine oil level sensor;Socket Wrench Insert;Tool, vehicle specific;Engine Oil Level Sensor;0
9434;Spacer Ring, kingpin press;Spacer Ring;Workshop Equipment;Kingpin Press;0
9435;Pressure Piece Set, kingpin press;Thrust Piece Set;Workshop Equipment;Kingpin Press;0
9436;Pressure Piece, kingpin press;Thrust Piece;Workshop Equipment;Kingpin Press;0
9437;Support Ring, kingpin press;Supporting Ring;Workshop Equipment;Kingpin Press;0
9438;Disassembly Tool, kingpin;Disassembly Tool;Special Tools, universal;Kingpin;0
9439;Adapter, kingpin disassembly tool;Adaptor;Special Tools, universal;Kingpin Disassembly Tool;0
9440;Installation/Removal Tool Set, drawbar bearing;Installation/Removal Tool Set;Special Tools, universal;Drawbar Bearing;0
9441;Puller, wheel hub;Puller;Special Tools, universal;Wheel Hub;0
9442;Base Frame, puller (wheel hub);Frame;Special Tools, universal;Puller (wheel hub);0
9443;Pin Wrench, ball bearing groove nut;Pin Wrench Set;Tool, vehicle specific;Ball Bearing Groove Nut;0
9444;Socket Wrench Insert, shock absorber (mounting bolt);Socket Wrench Insert;Special Tools, universal;Shock Absorber Fastening Screw;0
9445;Shaft Seal Drift;Installer;Tool, vehicle specific;Shaft Seal;0
9446;Pressing Ring, drift (shaft seal);Pressure Ring;Tool, vehicle specific;Drift (shaft seal);0
9447;Mounting Tool Set, clutch pressure plate;Mounting Tool Set;Special Tools, universal;Clutch Pressure Plate;0
